store_location_key,region,province,city,postal_code,banner,store_num
7511,"NA","ALBERTA","MILLET","NA","6e36648",7511
1644,"NA","ONTARIO","SOUTHAMPTON","NA","dc35b695",1644
8158,"NA","ONTARIO","TORONTO","NA","6e36648",8158
2212,"NA","ONTARIO","OTTAWA","NA","dc35b695",2212
6916,"NA","ONTARIO","TORONTO","NA","6e36648",6916
6947,"NA","ONTARIO","ARNPRIOR","NA","6e36648",6947
8579,"NA","ONTARIO","PETERBOROUGH","NA","235704e1",8579
8617,"NA","ALBERTA","EDMONTON","NA","235704e1",8617
8529,"NA","ALBERTA","HIGH PRAIRIE","NA","235704e1",8529
2113,"NA","ONTARIO","LINDSAY","NA","dc35b695",2113
8140,"NA","ONTARIO","LONDON","NA","6e36648",8140
2312,"NA","ONTARIO","OWEN SOUND","NA","dc35b695",2312
6999,"NA","ONTARIO","HALIBURTON","NA","6e36648",6999
8148,"NA","ONTARIO","ENGLEHART","NA","6e36648",8148
7220,"NA","ALBERTA","EDMONTON","NA","6e36648",7220
8663,"NA","NEW BRUNSWICK","DIEPPE","NA","235704e1",8663
8577,"NA","NOVA SCOTIA","TRURO","NA","235704e1",8577
8542,"NA","BRITISH COLUMBIA","NEW WESTM","NA","235704e1",8542
880,"NA","ONTARIO","TORONTO","NA","dc35b695",880
8120,"NA","ONTARIO","WINDSOR","NA","6e36648",8120
2139,"NA","ONTARIO","INNISFIL","NA","dc35b695",2139
8176,"NA","ONTARIO","STURGEON FALLS","NA","6e36648",8176
8170,"NA","ONTARIO","THUNDER BAY","NA","6e36648",8170
7314,"NA","SASKATCHEWAN","WOLSELEY","NA","6e36648",7314
8659,"NA","BRITISH COLUMBIA","WESTBANK","NA","235704e1",8659
8565,"NA","SASKATCHEWAN","SASKATOON","NA","235704e1",8565
8538,"NA","ONTARIO","RICHMOND HILL","NA","235704e1",8538
7224,"NA","ALBERTA","LACOMBE","NA","6e36648",7224
1669,"NA","ONTARIO","HANOVER","NA","dc35b695",1669
6935,"NA","ONTARIO","TORONTO","NA","6e36648",6935
7102,"NA","BRITISH COLUMBIA","COMOX","NA","6e36648",7102
6972,"NA","ONTARIO","MANOTICK","NA","6e36648",6972
240,"NA","ONTARIO","SUDBURY","NA","dc35b695",240
8558,"NA","ALBERTA","CALGARY","NA","235704e1",8558
1164,"NA","ONTARIO","OTTAWA","NA","dc35b695",1164
4861,"NA","MANITOBA","WINNIPEG","NA","dc35b695",4861
7276,"NA","ALBERTA","EDMONTON","NA","6e36648",7276
885,"NA","ONTARIO","WILLOWDALE","NA","dc35b695",885
8187,"NA","ONTARIO","OWEN SOUND","NA","6e36648",8187
7405,"NA","MANITOBA","WINNIPEG","NA","6e36648",7405
8147,"NA","ONTARIO","OTTAWA","NA","6e36648",8147
3830,"NA","ONTARIO","TORONTO","NA","dc35b695",3830
8606,"NA","ONTARIO","TORONTO","NA","235704e1",8606
8172,"NA","ONTARIO","SARNIA","NA","6e36648",8172
1736,"NA","ONTARIO","LONDON","NA","dc35b695",1736
7212,"NA","ALBERTA","LEDUC","NA","6e36648",7212
2311,"NA","ONTARIO","OWEN SOUND","NA","dc35b695",2311
8159,"NA","ONTARIO","TORONTO","NA","6e36648",8159
1172,"NA","ONTARIO","NEPEAN","NA","dc35b695",1172
6951,"NA","ONTARIO","STURGEON FALLS","NA","6e36648",6951
8201,"NA","ONTARIO","ST.CATHARINES","NA","6e36648",8201
8596,"NA","SASKATCHEWAN","SWIFT CURRENT","NA","235704e1",8596
8630,"NA","ALBERTA","CALGARY","NA","235704e1",8630
8515,"NA","ALBERTA","EDMONTON","NA","235704e1",8515
